round,client_id,weights,dominant_head_id,entropy
1,12162-0,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]",0,1.791759729385376
1,12163-0,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]",0,1.791759729385376
1,12164-0,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]",0,1.791759729385376
1,12165-0,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]",0,1.791759729385376
1,12166-0,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]",0,1.791759729385376
1,12167-0,"[0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204, 0.1666666716337204]",0,1.791759729385376
2,12162-0,"[0.07490352541208267, 0.17830511927604675, 0.1516105979681015, 0.21903519332408905, 0.18889668583869934, 0.18724891543388367]",3,1.748682975769043
2,12163-0,"[0.15967394411563873, 0.12662039697170258, 0.24667562544345856, 0.17074260115623474, 0.14419986307621002, 0.15208756923675537]",2,1.7673588991165161
2,12164-0,"[0.051929183304309845, 0.19902731478214264, 0.1369088888168335, 0.18983207643032074, 0.20024560391902924, 0.22205685079097748]",5,1.7187485694885254
2,12165-0,"[0.37881970405578613, 0.06445160508155823, 0.24521124362945557, 0.12954522669315338, 0.0933830514550209, 0.08858918398618698]",0,1.590000033378601
2,12166-0,"[0.039803143590688705, 0.2339467704296112, 0.12008670717477798, 0.19044402241706848, 0.20603501796722412, 0.2096843272447586]",1,1.6915578842163086
2,12167-0,"[0.05507439374923706, 0.19676080346107483, 0.13060292601585388, 0.1926746964454651, 0.22341598570346832, 0.2014712244272232]",4,1.7203103303909302
3,12162-0,"[0.12894147634506226, 0.17660585045814514, 0.16445408761501312, 0.17655616998672485, 0.17679594457149506, 0.17664644122123718]",4,1.7859375476837158
3,12163-0,"[0.18674199283123016, 0.15112707018852234, 0.18483923375606537, 0.16403420269489288, 0.15660972893238068, 0.15664783120155334]",0,1.7882535457611084
3,12164-0,"[0.10994526743888855, 0.18632976710796356, 0.15662910044193268, 0.1791391223669052, 0.18369711935520172, 0.18425962328910828]",1,1.7771565914154053
3,12165-0,"[0.28354305028915405, 0.11895418167114258, 0.19734612107276917, 0.1430354118347168, 0.1289612054824829, 0.12815998494625092]",0,1.736484408378601
3,12166-0,"[0.09759841859340668, 0.1937900334596634, 0.15011408925056458, 0.1811341494321823, 0.18847748637199402, 0.18888577818870544]",1,1.7685741186141968
3,12167-0,"[0.1119428351521492, 0.1855287253856659, 0.15669012069702148, 0.17891980707645416, 0.18364183604717255, 0.1832766979932785]",1,1.778178095817566
4,12162-0,"[0.1536298543214798, 0.17049363255500793, 0.16585642099380493, 0.16962823271751404, 0.1701885461807251, 0.1702033132314682]",1,1.7910897731781006
4,12163-0,"[0.1832307130098343, 0.1590633988380432, 0.17255271971225739, 0.16345924139022827, 0.16089756786823273, 0.16079632937908173]",0,1.7904467582702637
4,12164-0,"[0.142844095826149, 0.17492981255054474, 0.16298379004001617, 0.171783909201622, 0.17368456721305847, 0.1737738698720932]",1,1.7893540859222412
4,12165-0,"[0.224727064371109, 0.1448480635881424, 0.1785021871328354, 0.15456831455230713, 0.14880704879760742, 0.14854727685451508]",0,1.7782795429229736
4,12166-0,"[0.13523225486278534, 0.1782153844833374, 0.16069141030311584, 0.17328763008117676, 0.17622077465057373, 0.1763525754213333]",1,1.78741455078125
4,12167-0,"[0.14383874833583832, 0.17456503212451935, 0.16315674781799316, 0.17158156633377075, 0.1733972728252411, 0.17346063256263733]",1,1.7895554304122925
5,12162-0,"[0.16188734769821167, 0.16819818317890167, 0.1661825031042099, 0.16770629584789276, 0.16800661385059357, 0.168019101023674]",1,1.7916685342788696
5,12163-0,"[0.1754828840494156, 0.16319048404693604, 0.16876667737960815, 0.16485609114170074, 0.16387343406677246, 0.1638304591178894]",0,1.7914230823516846
5,12164-0,"[0.1566755324602127, 0.17017094790935516, 0.16509555280208588, 0.16878902912139893, 0.16961650550365448, 0.16965241730213165]",1,1.7913438081741333
5,12165-0,"[0.19292902946472168, 0.15709315240383148, 0.17145885527133942, 0.16115134954452515, 0.15873661637306213, 0.15863099694252014]",0,1.78896164894104
5,12166-0,"[0.15286265313625336, 0.17164304852485657, 0.16424797475337982, 0.1695762276649475, 0.1708081215620041, 0.17086191475391388]",1,1.7909514904022217
5,12167-0,"[0.157125324010849, 0.17000919580459595, 0.1651734709739685, 0.16869422793388367, 0.16948209702968597, 0.16951574385166168]",1,1.7913808822631836
6,12162-0,"[0.1647925078868866, 0.16730111837387085, 0.16641685366630554, 0.16706737875938416, 0.1672079712152481, 0.16721417009830475]",1,1.7917451858520508
6,12163-0,"[0.17079579830169678, 0.16513054072856903, 0.16747839748859406, 0.1658041775226593, 0.1654042899608612, 0.16538678109645844]",0,1.7916877269744873
6,12164-0,"[0.16243630647659302, 0.16816332936286926, 0.1659809947013855, 0.16756172478199005, 0.1679210215806961, 0.1679365485906601]",1,1.7916852235794067
6,12165-0,"[0.1781737506389618, 0.16252341866493225, 0.1686675250530243, 0.16424329578876495, 0.16321849822998047, 0.16317352652549744]",0,1.7912168502807617
6,12166-0,"[0.16068407893180847, 0.16880981624126434, 0.16564691066741943, 0.1679282933473587, 0.16845406591892242, 0.1684768944978714]",1,1.7916098833084106
